Chembl_ID,Smiles_ID,Drug_Name,Clinical_Phase,MOA,UniprotID
CHEMBL1454946,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,flubendazole,Launched,tubulin polymerization inhibitor,P07437
CHEMBL1201752,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,ixabepilone,Launched,microtubule stabilizing agent,P07437
CHEMBL685,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,mebendazole,Launched,tubulin polymerization inhibitor,P07437
CHEMBL1087630,CCCOC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,oxibendazole,Launched,tubulin polymerization inhibitor,P07437
CHEMBL100910,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,paclitaxel,Launched,tubulin polymerization inhibitor,P07437
CHEMBL528271,CCCCC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,parbendazole,Preclinical,tubulin polymerization inhibitor,P07437
CHEMBL61,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,podophyllotoxin,Launched,microtubule inhibitor|tubulin polymerization inhibitor,P07437
CHEMBL2105697,CC1=NC2=CC=CC=C2C(=N1)N(C)C3=CC=C(C=C3)OC.Cl,verubulin,Phase 2,tubulin polymerization inhibitor,P07437
CHEMBL22969,CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,vinblastine,Launched,microtubule inhibitor|tubulin polymerization inhibitor,P07437
CHEMBL499458,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,vincristine,Launched,tubulin polymerization inhibitor,P07437
CHEMBL3989543,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O.OS(=O)(=O)O,vindesine,Launched,tubulin polymerization inhibitor,P07437
CHEMBL553025,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,vinorelbine,Launched,tubulin polymerization inhibitor,P07437
CHEMBL4875596,,2-methoxyestradiol,Phase 2,hypoxia inducible factor inhibitor,P07437
CHEMBL4303689,C1CC(CCC1(C2=CC=C(C=C2)O)C3=CC=CC=C3F)(F)F,AC-186,Preclinical,estrogen receptor agonist,Q92731
CHEMBL4865156,,afimoxifene,Phase 2,estrogen receptor antagonist,Q92731
CHEMBL2106615,CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCCC4)C5=CC=C(C=C5)O.CC(=O)O,bazedoxifene,Launched,selective estrogen receptor modulator (SERM),Q92731
CHEMBL418971,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,bisphenol-A,Phase 1,synthetic estrogen,Q92731
CHEMBL290106,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,bithionol,Withdrawn,autotaxin inhibitor,Q92731
CHEMBL1200761,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,chlorotrianisene,Launched,estrogenic hormone,Q92731
CHEMBL3103190,C[C@H]1/C=C/C[C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC,C11-Acetate,Phase 3,,Q92731
CHEMBL259898,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C,dehydroepiandrosterone,Launched,protein synthesis stimulant,Q92731
CHEMBL259898,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)O)C,dehydroepiandrosterone-sulfate,Launched,androgen receptor agonist|estrogen receptor agonist,Q92731
CHEMBL4849831,,diarylpropionitrile,Preclinical,estrogen receptor agonist,Q92731
CHEMBL4857863,,diethylstilbestrol,Withdrawn,estrogen receptor agonist,Q92731
CHEMBL198877,C1[C@H](COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,equol,Launched,estrogen receptor agonist,Q92731
CHEMBL4853332,,erteberel,Phase 2,estrogen receptor agonist,Q92731
CHEMBL1511,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C,estradiol,Launched,estrogen receptor agonist,Q92731
CHEMBL1200721,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+],estramustine,Launched,DNA alkylating agent,Q92731
CHEMBL1756,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl,estramustine-phosphate,Launched,DNA synthesis inhibitor|microtubule inhibitor,Q92731
CHEMBL4867163,,estriol,Launched,estrogen receptor agonist,Q92731
CHEMBL494753,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O,estrone,Launched,estrogen receptor agonist|estrogenic hormone,Q92731
CHEMBL1200980,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)OS(=O)(=O)O.C1CNCCN1,estropipate,Launched,estrogen receptor agonist,Q92731
CHEMBL4864802,,ethinyl-estradiol,Launched,estrogen receptor agonist|estrogenic hormone,Q92731
CHEMBL4742841,CC/C(=C(\CC)/C1=CC=C(C=C1)OP(=O)(O)O)/C2=CC=C(C=C2)OP(=O)(O)O,fosfestrol,Launched,synthetic estrogen,Q92731
CHEMBL1712246,C[C@]12CC[C@H]3C([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,fulvestrant,Launched,estrogen receptor antagonist,Q92731
CHEMBL44,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,genistein,Phase 2/Phase 3,tyrosine kinase inhibitor,Q92731
CHEMBL9225,CC[C@H](C1=CC=C(C=C1)O)[C@@H](CC)C2=CC=C(C=C2)O,hexestrol,Launched,synthetic estrogen,Q92731
CHEMBL4873567,,lasofoxifene,Launched,selective estrogen receptor modulator (SERM),Q92731
CHEMBL28626,C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,morin,Preclinical,cytochrome P450 inhibitor,Q92731
CHEMBL9352,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,naringenin,Phase 1,aromatase inhibitor|TRPV antagonist,Q92731
CHEMBL2105395,C1=CC=C(C=C1)/C(=C(/C2=CC=CC=C2)\C3=CC=C(C=C3)OCCO)/CCCl,ospemifene,Launched,selective estrogen receptor modulator (SERM),Q92731
CHEMBL4847358,,PHTPP,Preclinical,estrogen receptor antagonist,Q92731
CHEMBL4849253,,prinaberel,Phase 2,estrogen receptor agonist,Q92731
CHEMBL1201165,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5,quinestrol,Launched,estrogen receptor agonist,Q92731
CHEMBL4865006,,raloxifene,Launched,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),Q92731
CHEMBL83,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,tamoxifen,Launched,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),Q92731
CHEMBL4870392,,WAY-200070,Preclinical,estrogen receptor agonist,Q92731
CHEMBL4870794,,Y-134,Preclinical,estrogen receptor antagonist,Q92731
CHEMBL4869768,,ZK-164015,Preclinical,estrogen receptor antagonist,Q92731
CHEMBL1200848,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C,17-hydroxyprogesterone-caproate,Launched,progesterone receptor agonist,Q92731
CHEMBL4874390,,AC-261066,Preclinical,retinoid receptor agonist,P10826
CHEMBL4859402,,AC-55649,Preclinical,retinoid receptor agonist,P10826
CHEMBL1131,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,acitretin,Launched,retinoid receptor agonist,P10826
CHEMBL1265,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,adapalene,Launched,retinoid receptor agonist,P10826
CHEMBL4878368,,adarotene,Phase 1,retinoid receptor agonist,P10826
CHEMBL4876829,,CH55,Preclinical,retinoid receptor binder,P10826
CHEMBL4853069,,EC-23,Preclinical,retinoid receptor agonist,P10826
CHEMBL3889357,,isotretinoin,Launched,retinoid receptor agonist,P10826
CHEMBL4856327,,LE-135,Preclinical,retinoid receptor agonist,P10826
CHEMBL4857794,,tamibarotene,Launched,retinoid receptor agonist,P10826
CHEMBL1657,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,tazarotene,Launched,retinoid receptor agonist,P10826
CHEMBL4846375,,tretinoin,Launched,retinoid receptor agonist|retinoid receptor ligand,P10826
CHEMBL4859841,,TTNPB,Phase 1,retinoid receptor agonist,P10826
CHEMBL4848090,,AC-264613,Preclinical,PAR agonist,P55085
CHEMBL4874615,,AC-55541,Preclinical,PARP inhibitor,Q9UGN5
CHEMBL4858072,,E7449,Phase 2,PARP inhibitor,Q9UGN5
CHEMBL521686,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,olaparib,Launched,PARP inhibitor,Q9UGN5
CHEMBL3833368,CC1([C@@H]2CC[C@]1(C(=O)C2)CS(=O)(=O)O)C.CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,rucaparib,Phase 3,PARP inhibitor,Q9UGN5
CHEMBL3137320,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,talazoparib,Launched,PARP inhibitor,Q9UGN5
CHEMBL4849034,,UPF-1069,Preclinical,PARP inhibitor,Q9UGN5
CHEMBL497608,C[C@]1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N,veliparib,Phase 3,PARP inhibitor,Q9UGN5
CHEMBL4859402,,AC-55649,Preclinical,retinoid receptor agonist,P10276
CHEMBL1131,CC1=CC(=C(C(=C1/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C)C)C)OC,acitretin,Launched,retinoid receptor agonist,P10276
CHEMBL1265,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,adapalene,Launched,retinoid receptor agonist,P10276
CHEMBL4859721,,AGN-195183,Phase 1/Phase 2,retinoid receptor agonist,P10276
CHEMBL4862943,,AM-580,Preclinical,retinoid receptor agonist,P10276
CHEMBL4876829,,CH55,Preclinical,retinoid receptor binder,P10276
CHEMBL4853069,,EC-23,Preclinical,retinoid receptor agonist,P10276
CHEMBL4872863,,ER-50891,Preclinical,retinoid receptor antagonist,P10276
CHEMBL464,CCOC(=O)/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C(=C(C=C1C)OC)C)C,etretinate,Withdrawn,protein synthesis inhibitor,P10276
CHEMBL4864808,,fenretinide,Phase 3,apoptosis stimulant|retinoid receptor agonist,P10276
CHEMBL3889357,,isotretinoin,Launched,retinoid receptor agonist,P10276
CHEMBL4857794,,tamibarotene,Launched,retinoid receptor agonist,P10276
CHEMBL1657,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C,tazarotene,Launched,retinoid receptor agonist,P10276
CHEMBL4846375,,tretinoin,Launched,retinoid receptor agonist|retinoid receptor ligand,P10276
CHEMBL4859841,,TTNPB,Phase 1,retinoid receptor agonist,P10276
CHEMBL4856322,,AC-710,Preclinical,PDGFR tyrosine kinase receptor inhibitor,P07333
CHEMBL491473,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,cediranib,Phase 3,KIT inhibitor|VEGFR inhibitor,P07333
CHEMBL2105728,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,crenolanib,Phase 3,PDGFR tyrosine kinase receptor inhibitor,P07333
CHEMBL4578973,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,dovitinib,Phase 3,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P07333
CHEMBL4878661,,GTP-14564,Preclinical,FLT3 inhibitor|tyrosine kinase inhibitor,P07333
CHEMBL3677988,C1CC(CCC1NC(=O)NC2=CC=C(C=C2)Cl)OC3=CC=C(C=C3)C#N,GW-2580,Preclinical,cFMS kinase inhibitor,P07333
CHEMBL1642,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,imatinib,Launched,Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,P07333
CHEMBL4874773,,KI-20227,Preclinical,c-Fms inhibitor,P07333
CHEMBL4871668,,linifanib,Phase 3,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P07333
CHEMBL477772,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,pazopanib,Launched,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P07333
CHEMBL3989973,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl,pexidartinib,Launched,tyrosine kinase inhibitor,P07333
CHEMBL4226338,COC1=CC2=C(NC=C2CC3=CN=C(C=C3)NCC4=CC=C(C=C4)C(F)(F)F)N=C1,PLX647,Preclinical,receptor tyrosine protein kinase inhibitor,P07333
CHEMBL4877675,,quizartinib,Phase 3,FLT3 inhibitor,P07333
CHEMBL535,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,sunitinib,Launched,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,P07333
CHEMBL4532415,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=C4C=C(C(=CC4=NC=C3)OCCCN5CCCCC5)OC,tandutinib,Phase 2,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,P07333
CHEMBL4856322,,AC-710,Preclinical,PDGFR tyrosine kinase receptor inhibitor,P36888
CHEMBL4864488,,tyrphostin-AG-1296,Preclinical,FLT3 inhibitor,P36888
CHEMBL4876879,,AMG-925,Phase 1,CDK inhibitor|FLT3 inhibitor,P36888
CHEMBL4852054,,BMS-690514,Phase 2,EGFR inhibitor|VEGFR inhibitor,P36888
CHEMBL491473,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,cediranib,Phase 3,KIT inhibitor|VEGFR inhibitor,P36888
CHEMBL2403108,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,ceritinib,Launched,ALK tyrosine kinase receptor inhibitor,P36888
CHEMBL2105728,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,crenolanib,Phase 3,PDGFR tyrosine kinase receptor inhibitor,P36888
CHEMBL4854698,,dorsomorphin,Preclinical,AMPK inhibitor,P36888
CHEMBL4578973,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,dovitinib,Phase 3,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P36888
CHEMBL482968,CC1=CC(=NN1)NC2=CC(=NC(=N2)/C=C/C3=CC=CC=C3)N4CCN(CC4)C,ENMD-2076,Phase 2,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,P36888
CHEMBL3301622,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,gilteritinib,Launched,FLT3 inhibitor,P36888
CHEMBL4878661,,GTP-14564,Preclinical,FLT3 inhibitor|tyrosine kinase inhibitor,P36888
CHEMBL3932957,CSC1=NC(=CC(=N1)OC2=CC=C(C=C2)C3=NC(=NN3)NC4=CC=CC(=C4)C(F)(F)F)N,KG-5,Preclinical,RAF inhibitor,P36888
CHEMBL4874165,,KW-2449,Phase 1,Abl kinase inhibitor|Aurora kinase inhibitor|FLT3 inhibitor,P36888
CHEMBL4469622,C[C@@]1(C[C@@H]2N3C4=CC=CC=C4C5=C6CNC(=O)C6=C7C8=CC=CC=C8N(C7=C53)[C@]1(O2)C)CO,lestaurtinib,Phase 3,FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor,P36888
CHEMBL4871668,,linifanib,Phase 3,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P36888
CHEMBL4790597,C[C@@]12C[C@@H](C[C@@](O1)(N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)C)N(C)C(=O)C9=CC=CC=C9,midostaurin,Launched,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,P36888
CHEMBL4876939,,MK-2461,Phase 1/Phase 2,FGFR inhibitor|VEGFR inhibitor,P36888
CHEMBL1200485,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,sorafenib,Launched,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,P36888
CHEMBL4868631,,NMS-1286937,Phase 2,PLK inhibitor,P36888
CHEMBL4778465,C1CCN(C1)CCOC2=C3COC/C=C\COCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,pacritinib,Phase 3,FLT3 inhibitor|JAK inhibitor,P36888
CHEMBL3989973,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl,pexidartinib,Launched,tyrosine kinase inhibitor,P36888
CHEMBL2105708,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5.Cl,ponatinib,Launched,Bcr-Abl kinase inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor,P36888
CHEMBL4877675,,quizartinib,Phase 3,FLT3 inhibitor,P36888
CHEMBL2107833,CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5,rebastinib,Phase 1/Phase 2,Bcr-Abl kinase inhibitor|TIE tyrosine kinase inhibitor|VEGFR inhibitor,P36888
CHEMBL3545083,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=NNC4=C3C(=O)C5=C4C=CC=C5NC(=O)NN6CCOCC6,RGB-286638,Phase 1,CDK inhibitor,P36888
CHEMBL4846077,,SGI-1776,Phase 1,Pim kinase inhibitor,P36888
CHEMBL535,CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C,sunitinib,Launched,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,P36888
CHEMBL4532415,CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=C4C=C(C(=CC4=NC=C3)OCCCN5CCCCC5)OC,tandutinib,Phase 2,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,P36888
CHEMBL4864453,,TCS-359,Preclinical,FLT3 inhibitor,P36888
CHEMBL4869526,,TG-02,Phase 1/Phase 2,CDK inhibitor|FLT3 inhibitor|JAK inhibitor,P36888
CHEMBL2103833,CC1=C(NC(=C1C(=O)NCCN2CCCC2)C)/C=C\3/C4=C(C=CC(=C4)F)NC3=O.OP(=O)(O)O,toceranib,Launched,protein tyrosine kinase inhibitor,P36888
CHEMBL4868263,,UNC2025,Preclinical,FLT3 inhibitor|MER tyrosine kinase inhibitor,P36888
CHEMBL4873030,,URMC-099,Preclinical,mixed lineage kinase inhibitor,P36888
CHEMBL4856322,,AC-710,Preclinical,PDGFR tyrosine kinase receptor inhibitor,P10721
CHEMBL4867230,,amuvatinib,Phase 2,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor,P10721
CHEMBL3186534,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,apatinib,Phase 3,RET tyrosine kinase inhibitor,P10721
CHEMBL4303655,COC1=CC(=CC(=C1)C2=NC3=NNC(=C3C=C2)C4=CC=C(C=C4)F)OC,APcK-110,Preclinical,KIT inhibitor,P10721
CHEMBL491473,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,cediranib,Phase 3,KIT inhibitor|VEGFR inhibitor,P10721
CHEMBL4303508,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3,CP-673451,Preclinical,PDGFR tyrosine kinase receptor inhibitor,P10721
CHEMBL2105728,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,crenolanib,Phase 3,PDGFR tyrosine kinase receptor inhibitor,P10721
CHEMBL1421,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,dasatinib,Launched,Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor|tyrosine kinase inhibitor,P10721
CHEMBL4216467,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,DCC-2618,Phase 1,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,P10721
CHEMBL4578973,CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N,dovitinib,Phase 3,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P10721
CHEMBL4878661,,GTP-14564,Preclinical,FLT3 inhibitor|tyrosine kinase inhibitor,P10721
CHEMBL1642,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,imatinib,Launched,Bcr-Abl kinase inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor,P10721
CHEMBL3932957,CSC1=NC(=CC(=N1)OC2=CC=C(C=C2)C3=NC(=NN3)NC4=CC=CC(=C4)C(F)(F)F)N,KG-5,Preclinical,RAF inhibitor,P10721
CHEMBL4874773,,KI-20227,Preclinical,c-Fms inhibitor,P10721
CHEMBL4871668,,linifanib,Phase 3,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P10721
CHEMBL2220486,CNC(=O)C1=CC=CC2=C1C=CC(=C2)OC3=C4C=C(C(=CC4=NC=C3)OCC5(CC5)N)OC,lucitanib,Phase 2,FGFR inhibitor|VEGFR inhibitor,P10721
CHEMBL1908391,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,masitinib,Launched,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor,P10721
CHEMBL2107357,CC1(CNC2=C1C=CC(=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4)C.OP(=O)(O)O.OP(=O)(O)O,motesanib,Phase 3,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P10721
CHEMBL255863,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,nilotinib,Launched,Abl kinase inhibitor|Bcr-Abl kinase inhibitor,P10721
CHEMBL1200485,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,sorafenib,Launched,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,P10721
CHEMBL4847840,,OSI-930,Phase 1,KIT inhibitor|VEGFR inhibitor,P10721
CHEMBL477772,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,pazopanib,Launched,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,P10721
CHEMBL3989973,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F.Cl,pexidartinib,Launched,tyrosine kinase inhibitor,P10721
CHEMBL4226338,COC1=CC2=C(NC=C2CC3=CN=C(C=C3)NCC4=CC=C(C=C4)C(F)(F)F)N=C1,PLX647,Preclinical,receptor tyrosine protein kinase inhibitor,P10721
